userId,Movies,overlapCount
120499,"159471,159133,159123,159125,159135,110108,138172,151989,177209,182657,182527,182793,182781,183013,54124,124601,135055,171821,122535,160028",0
120915,"159123,159125,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,8445,183013,122535,160028,145620,169818,129223",0
121432,"159133,159471,159123,159125,159135,110108,151989,138172,177209,182657,182527,124903,182793,182781,180839,109762,159053,171221,132124,137964",0
121436,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,122535,160028,145620,169818,129223,160030",0
121439,"159471,159133,159123,159125,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
122505,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
122733,"159471,159125,159123,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
122790,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
123430,"159471,159123,159125,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
123510,"159471,159125,159123,159133,159135,110108,151989,177209,182657,182793,182527,182781,122535,160028,145620,169818,129223,160030,169816,147966",0
123652,"159471,159123,159125,159133,159135,110108,171821,171807,138172,151989,93040,177209,8445,124903,180839,109762,171221,159053,116243,132124",0
124269,"159471,159133,159125,159123,159135,110108,151989,138172,177209,183013,182657,182793,182527,182781,54124,34763,122535,160028,107434,145620",0
124351,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
124887,"110108,159135,159125,159471,159123,159133,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,137022,137046",0
124918,"159123,159471,159125,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,182657,169816,182527,147966,182793",0
125343,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,177209,160030,169816,147966,146487,169820,146489,133013",0
125436,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
125968,"159123,159125,159133,159471,159135,110108,151989,122535,182657,182527,160028,182793,145620,169818,182781,129223,160030,169816,147966,146487",0
126167,"159471,159123,159133,159125,159135,110108,151989,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816,147966",0
126560,"159471,159133,159123,159125,159135,124903,180839,109762,171221,159053,116243,132124,137964,159048,140014,122701,159050,142903,110108,138172",0
126603,"159123,159125,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,8445,183013,54124,122535,160028,145620,169818",0
127073,"159471,159123,159125,159133,159135,138172,110108,151989,177209,182657,182527,182793,182781,8445,54124,124601,171821,183013,171807,148084",0
127680,"159123,159125,159133,159471,159135,110108,151989,177209,182657,182527,182793,182781,138172,122535,160028,145620,169818,129223,160030,169816",0
128042,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
128178,"110108,159471,159135,159125,159123,159133,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
128385,"159471,159123,159125,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,177209,169820,146489,133013",0
128412,"159125,159123,159471,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
128687,"159471,159133,159125,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
128704,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
128959,"159125,159123,159471,159135,159133,110108,151989,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
128983,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,122535,182793,160028,145620,169818,182781,129223,160030,169816",0
129185,"159123,159125,159471,159133,159135,110108,151989,138172,177209,182527,182657,182793,182781,8445,54124,124601,122535,160028,145620,169818",0
129347,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,138172",0
130390,"110108,159471,159133,159125,159135,159123,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,138172",0
130643,"159133,159471,159123,159125,159135,110108,124903,138172,109762,180839,159053,171221,151989,132124,116243,137964,159048,140014,122701,159050",0
130756,"159123,159125,159133,159471,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,182657",0
130905,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
131049,"159133,159471,159123,159125,159135,124903,180839,109762,171221,159053,132124,116243,159048,137964,140014,122701,159050,110108,142903,138172",0
131230,"159471,159133,159123,159125,159135,110108,151989,138172,124903,177209,180839,109762,182657,182527,182793,171221,159053,182781,124601,137964",0
131245,"159471,159133,159123,159125,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
131547,"159471,159133,159125,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,159467",0
131943,"159471,159133,159123,159125,159135,159467,110108,124903,109762,180839,159053,171221,132124,159048,151989,137964,116243,140014,122701,159050",0
132174,"159125,159123,159471,159135,159133,110108,151989,138172,177209,159467,182657,182793,182527,182781,122535,160028,145620,169818,129223,160030",0
132312,"159123,159125,159133,159471,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
132570,"159471,159125,159135,159133,159123,110108,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
133163,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
133219,"159471,159125,159123,159133,159135,110108,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
133324,"159471,159133,159125,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
133452,"159471,159133,159123,159125,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
133934,"110108,151989,138172,159125,159123,159471,159135,159133,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
134193,"159123,159125,159471,159133,159135,110108,138172,151989,177209,182657,182527,182793,182781,8445,171821,148084,171807,183013,124601,54124",0
134748,"159471,159125,159123,159133,159135,110108,151989,138172,177209,183013,182657,182527,182793,182781,122535,160028,145620,169818,54124,129223",0
135640,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
135643,"159123,159125,159471,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489",0
135679,"159471,159125,159123,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
135835,"159123,159133,159471,159125,159135,124903,109762,180839,159053,171221,132124,159048,116243,137964,140014,122701,159050,142903,110108,151989",0
135862,"159133,159123,159125,159471,159135,110108,151989,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816,147966",0
136639,"159123,159125,159471,159133,159135,110108,151989,177209,182657,182527,182793,182781,122535,160028,159467,145620,169818,129223,160030,169816",0
136974,"159471,159135,159125,159123,159133,110108,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,151989,137022",0
137919,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
138146,"159471,159123,159125,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
138158,"137022,137046,26747,136998,137020,137018,137064,137038,137078,137050,137006,136988,137032,136996,137052,137028,137048,137024,137016,54072",0
138194,"159471,159125,159123,159133,159135,110108,151989,122535,177209,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
138329,"159471,159133,159123,159125,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
138353,"159471,159123,159125,159133,159135,110108,148084,8445,124903,151989,109762,180839,159053,171221,132124,137964,116243,159048,140014,138172",0
138402,"159123,159133,159125,159471,159135,124903,109762,180839,159053,171221,132124,159048,116243,137964,140014,122701,159050,142903,8445,82143",0
138599,"159471,159133,159123,159125,159135,110108,151989,182657,182527,182793,182781,177209,122535,160028,145620,169818,129223,160030,169816,147966",0
138612,"159123,159125,159471,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,182657,169820",0
138736,"159133,159471,159135,159125,159123,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
138763,"159123,159125,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
138978,"159471,159133,159125,159123,159135,110108,151989,177209,138172,182657,182793,182527,182781,183013,122535,160028,145620,169818,129223,160030",0
139056,"159123,159125,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
139105,"159471,159123,159125,159133,159135,110108,151989,122535,160028,145620,169818,177209,129223,160030,169816,147966,146487,169820,146489,133013",0
139174,"159125,159123,159471,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
139261,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
139582,"159471,159133,159125,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
139595,"159471,159133,159125,159123,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,183013",0
139706,"159471,159123,159125,159133,159135,110108,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
140389,"110108,159135,159471,159125,159123,159133,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
140406,"109374,122882,165381,179567,168020,164771,179581,179617,165383,166231,179589,165745,165743,124987,179625,179591,179531,179563,137601,165733",2
140465,"159123,159471,159125,159133,159135,110108,151989,124903,138172,109762,180839,177209,159053,171221,182657,182527,182793,132124,182781,159048",0
141036,"159471,159133,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,124903,180839,109762,159053,171221,132124,116243",0
141048,"159471,159123,159125,159133,159135,110108,151989,138172,122535,160028,145620,169818,129223,160030,177209,169816,147966,146487,169820,146489",0
141189,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
141507,"159123,159125,159471,159133,159135,110108,151989,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816,147966",0
141636,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,177209,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
141774,"159133,159123,159125,159471,159135,124903,109762,180839,159053,171221,132124,159048,137964,116243,140014,122701,159050,142903,8445,110108",0
141897,"159471,159133,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,124903,148084,109762,180839,159053,171221,132124",0
142405,"159471,159133,159123,159125,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,137020",0
142451,"159471,159135,159125,159123,159133,110108,122535,160028,151989,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
142460,"159471,159133,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,124601,183013,122535,160028,145620,169818,160030",0
142519,"159135,159125,159471,159123,159133,110108,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,151989,159467",0
142825,"159471,159123,159133,159125,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
142835,"159123,159125,159471,159133,159135,110108,151989,138172,8445,177209,182657,182527,182793,182781,124601,54124,183013,171821,171807,122535",0
142851,"159471,159133,159123,159125,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
143133,"159133,159123,159125,159471,159135,110108,151989,177209,182657,182527,182793,182781,138172,54124,8445,183013,159467,122535,160028,145620",0
143140,"159123,159125,159133,159471,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,122535,160028,145620,169818,129223,160030",0
143479,"159471,159133,159125,159123,159135,110108,151989,138172,177209,183013,182657,182793,182527,182781,122535,160028,145620,169818,129223,160030",0
143535,"159471,159125,159123,159135,159133,110108,151989,138172,122535,160028,145620,169818,129223,160030,169816,147966,177209,146487,169820,146489",0
143561,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
144441,"159133,159471,159123,159125,159135,110108,151989,182657,182527,177209,182793,182781,138172,122535,160028,145620,169818,160030,129223,169816",0
144467,"110108,159123,159125,159471,159133,159135,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
144494,"159471,159125,159123,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
145032,"159471,159133,159125,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
145118,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
145561,"159471,159133,159123,159125,159135,110108,151989,159467,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
145774,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,138172",0
145861,"110108,159125,159123,159471,159133,159135,151989,177209,138172,135055,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820",0
145925,"159123,159125,159133,159471,159135,110108,151989,8445,182657,182527,182793,122535,160028,182781,145620,169818,129223,160030,169816,147966",0
145995,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
146906,"159471,159125,159133,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
146916,"159123,159125,159133,159471,159135,110108,151989,182657,182527,182793,182781,177209,122535,160028,145620,169818,129223,160030,138172,169816",0
147096,"159125,159123,159471,159133,159135,110108,133970,128713,98437,113529,151989,159467,122535,160028,145620,169818,129223,160030,169816,147966",0
147278,"159123,159125,159471,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
147314,"159471,159133,159125,159135,159123,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
147369,"159471,159133,159135,159125,159123,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
147483,"159471,159133,159123,159125,159135,159467,110108,151989,124903,180839,109762,8445,159053,171221,132124,177209,116243,182657,182527,182793",0
147501,"159471,159133,159123,159125,159135,124903,109762,180839,159053,171221,132124,137964,116243,159048,140014,122701,159050,142903,110108,151989",0
147607,"159471,159133,159123,159125,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,177209,169820,146489,133013",0
147620,"159125,159123,159471,159133,159135,110108,151989,159467,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
147888,"159471,159133,159123,159125,159135,110108,124903,109762,180839,159053,171221,151989,132124,137964,159048,116243,140014,122701,159050,142903",0
147955,"159125,159123,159471,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
148235,"159133,159471,159123,159125,159135,159467,110108,182435,151989,182657,182527,182793,182781,182345,154341,178845,164278,177209,178739,122535",0
148507,"159133,159123,159125,159471,159135,110108,151989,177209,182657,182527,182793,182781,138172,122535,183013,160028,145620,169818,129223,160030",0
148583,"159123,159125,159471,159133,159135,110108,151989,138172,148084,8445,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223",0
148597,"159125,159123,159471,159133,159135,110108,151989,159467,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
148713,"159471,159133,159135,159123,159125,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,159467,169820,146489,133013",0
149379,"159125,159471,159123,159133,159135,110108,151989,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
149505,"159123,159125,159133,159471,159135,110108,151989,182657,182527,182793,182781,177209,138172,124903,109762,180839,8445,159053,171221,182435",0
149801,"159123,159125,159133,159471,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
150224,"159471,159133,159125,159123,159135,110108,138172,151989,177209,183013,171821,171807,182657,182527,182793,182781,54124,34763,124601,122535",0
150510,"159471,159123,159125,159133,159135,110108,151989,138172,8445,177209,182657,182527,182793,182781,171821,122535,160028,145620,171807,169818",0
150565,"159471,159123,159125,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,177209,133013",0
150802,"159471,159123,159125,159133,159135,110108,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
151197,"159123,159125,159133,159471,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
151401,"159125,159123,159135,159471,159133,110108,151989,138172,122535,160028,177209,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
151434,"159123,159125,159471,159133,159135,110108,151989,177209,182657,182527,182793,182781,138172,122535,160028,145620,169818,129223,160030,169816",0
151608,"159471,159133,159123,159125,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,182657,182527,169816,182793,147966",0
151692,"159125,159123,159133,159471,159135,110108,151989,177209,182657,182527,182793,182781,138172,122535,160028,145620,169818,129223,160030,169816",0
152021,"159123,159125,159133,159471,159135,110108,151989,182657,182527,182793,182781,177209,138172,8445,122535,160028,145620,169818,129223,160030",0
152118,"159471,159133,159125,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
152271,"159133,159471,159123,159125,159135,110108,151989,124903,180839,109762,182657,182527,159053,177209,182793,171221,182781,132124,116243,159048",0
152366,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
152419,"159471,159123,159125,159133,159135,110108,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
152954,"159471,159133,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,148084,183013,122535,160028,145620,169818,129223",0
153031,"159471,159125,159123,159135,159133,110108,122535,160028,151989,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
153065,"159471,159125,159123,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
153303,"159123,159125,159471,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
153869,"159125,159123,159471,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,183013,169820",0
154252,"159125,159135,159123,159471,159133,110108,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,177209",0
154361,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
154612,"159471,159125,159123,159135,159133,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
155120,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
155316,"159123,159471,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,8445,122535,160028,145620,169818,129223,160030",0
155468,"159471,159133,159123,159125,159135,110108,151989,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816,147966",0
155754,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,159467,160030,169816,147966,146487,169820,146489,133013",0
156111,"159471,159125,159123,159133,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
156179,"159125,159123,159471,159133,159135,110108,159467,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
156356,"159133,159471,159123,159125,159135,110108,151989,182657,182527,182793,182781,177209,122535,160028,145620,169818,129223,160030,169816,147966",0
156798,"110108,151989,138172,135055,183013,177209,183339,183335,176359,176845,122535,160028,171777,145620,169818,129223,54124,160030,169816,147966",0
156888,"159471,159123,159125,159133,159135,110108,151989,159467,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
157318,"159123,159125,159471,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,182657",0
157432,"159125,159123,159135,159133,159471,110108,170429,160970,160966,160974,151989,135055,122535,160028,145620,169818,129223,160030,147966,169816",0
157434,"159471,159125,159135,159123,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
157519,"159123,159125,159471,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,177209,146489,133013",0
157531,"159471,159133,159125,159123,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
157748,"159471,159135,159133,159125,159123,110108,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,151989,159467",0
157758,"159125,159123,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,171821,171807,122535,160028,145620,169818",0
157815,"159123,159125,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,183013",0
158129,"159471,159123,159125,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
158266,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
158324,"110108,159135,159471,159125,159123,159133,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,151989,137022",0
158404,"159471,159133,159125,159123,159135,110108,151989,138172,177209,183013,54124,182657,182527,182793,182781,122535,160028,145620,169818,129223",0
158688,"110108,159125,159123,159471,159135,159133,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,177209",0
158734,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
158788,"159133,159471,159125,159123,159135,159467,110108,182345,151989,154341,178845,164278,178739,180585,170865,183085,122535,160028,145620,169818",0
160121,"159133,159471,159123,159125,159135,110108,138172,151989,177209,171821,171807,8445,182657,182527,182793,182781,54124,124601,183013,148084",0
160417,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,138172",0
160922,"159133,159471,159125,159123,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
161117,"159471,159133,159123,159125,159135,124903,180839,109762,159053,171221,132124,116243,159048,137964,140014,122701,159050,142903,159467,110108",0
161502,"159471,159133,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
161730,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
161795,"159471,159133,159135,159125,159123,137046,137022,137020,26747,136998,137018,137064,137038,137078,137006,137050,136988,136996,137032,137052",0
161852,"159471,159123,159133,159125,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
161979,"159133,159123,159125,159471,159135,110108,151989,177209,182657,182527,182793,182781,159467,138172,122535,160028,145620,169818,129223,160030",0
162473,"159125,159123,159471,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
162712,"159471,159133,159125,159123,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
162722,"159125,159123,159471,159133,159135,110108,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
162856,"159471,159125,159123,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
163018,"159471,159125,159123,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
164211,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,159467",0
164357,"159123,159125,159471,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
164451,"159471,159125,159123,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
164722,"159125,159123,159135,159471,159133,110108,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,138172",0
165216,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
165238,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
165669,"159471,159133,159125,159135,159123,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
165786,"159133,159471,159125,159123,159135,110108,151989,159467,177209,182657,122535,182527,182793,160028,145620,169818,182781,129223,160030,169816",0
165793,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
166013,"159471,159123,159133,159125,159135,110108,151989,177209,182657,182527,182793,182781,138172,34763,171821,171807,183013,124601,54124,124903",0
166089,"159471,159133,159123,159125,159135,110108,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,151989,137020",0
166359,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,177209,169820,146489,133013",0
166458,"159125,159135,159471,159123,159133,110108,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,177209",0
166547,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
166638,"159471,159125,159123,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
166722,"110108,159135,159471,159125,159123,159133,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,138172",0
166751,"159123,159125,159133,159471,159135,110108,8445,151989,124903,148084,109762,180839,159053,171221,182657,182527,182793,132124,182781,124601",0
167062,"110108,159471,159125,159123,159133,159135,133970,128713,98437,122535,160028,145620,169818,151989,129223,160030,113529,169816,147966,146487",0
167463,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
167723,"159123,159125,159135,159471,159133,110108,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,151989,146489,133013,177209",0
167855,"159471,159125,159123,159135,159133,110108,122535,160028,145620,169818,129223,160030,147966,169816,146487,151989,169820,146489,133013,138172",0
