"title"	"movieId"	"popularity"	"avgRating"
"Encore, Once More Encore! (1992)"	188033	3	2.33333
"Encounter at Raven's Gate (1988)"	170397	1	4
"Encounter in Space (1963)"	186825	1	3
"Encounter in the Third Dimension (1999)"	4460	35	2.57143
"Encounter with Fritz Lang (1964)"	175223	1	2.5
"Encounters (2014)"	148968	9	3.05556
"Encounters at the End of the World (2008)"	60333	593	3.84823
"Encounters in the Deep (1979)"	161296	1	2
"Encounters of the Spooky Kind (1980)"	135595	8	2.8125
"End Day (2005)"	177517	1	1
"End Game (2006)"	46915	25	2.86
"End Game (2018)"	188513	1	4.5
"End of a Gun (2016)"	167094	9	2
"End of America, The (2008)"	68012	5	3
"End of Days (1999)"	3113	6368	2.68789
"End of Days, Inc. (2015)"	166583	4	3.375
"End of Love, The (2012)"	100143	11	3.13636
"End of Poverty, The (2008)"	80210	13	3.92308
"End of St. Petersburg, The (Konets Sankt-Peterburga) (1927)"	71685	7	3.35714
"End of Suburbia: Oil Depletion and the Collapse of the American Dream (2004)"	34411	52	3.58654
"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki) (1961)"	60990	45	3.74444
"End of the Affair, The (1955)"	3126	79	3.1962
"End of the Affair, The (1999)"	3125	1304	3.59854
"End of the Century: The Story of the Ramones (2003)"	32493	68	3.59559
"End of the Game (Der Richter und sein Henker) (1975)"	90671	3	3
"End of the Line (1987)"	161772	2	3.25
"End of the Line (2007)"	105013	12	2.625
"End of the Line, The (2009)"	91927	12	3.79167
"End of the Road (1970)"	117436	2	2.75
"End of the Spear (2005)"	46919	128	3.46875
"End of the World (1977)"	106616	1	2.5
"End of the World (2013)"	148414	4	3.25
"End of Violence, The (1997)"	3518	262	2.94275
"End of Watch (2012)"	96811	1811	3.78658
"End, The (1978)"	4201	184	3.11685
"Endangered Species (1982)"	6074	17	2.88235
"Endangered Species (2003)"	117692	2	1.75
"Endeavour (2012)"	96347	31	3.87097
"Ender's Game (2013)"	106002	3562	3.40623
"Endgame (1983)"	159542	1	4
"Endgame (2000)"	162512	1	2.5
"Endgame (2009)"	78959	14	3.60714
"Endgame (2015)"	162514	1	3
"Endgame: Blueprint for Global Enslavement (2007)"	56102	6	3.33333
"Endless Love (1981)"	5729	164	2.1189
"Endless Love (1993)"	116449	1	3.5
"Endless Love (2014)"	109189	135	3.61852
"Endless Poetry (2016)"	164280	28	3.57143
"Endless Summer 2, The (1994)"	443	624	3.33814
"Endless Summer, The (1966)"	3653	773	3.79366
"Endurance (1999)"	2627	116	3.52155
"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)"	4783	691	3.95803
"Endure (2010)"	117694	3	2.16667
"Enduring Love (2004)"	8956	165	3.13636
"Enemies Closer (2013)"	117714	14	3.10714
"Enemies of Reason, The (2007)"	106503	32	3.85938
"Enemies of the People (2009)"	166625	1	3.5
"Enemies with Benefits (2016)"	170385	1	1.5
"Enemies Within (2016)"	169536	5	3.6
"Enemies: A Love Story (1989)"	4590	134	3.55597
"Enemy (2013)"	108729	1430	3.55839
"Enemy at the Gates (2001)"	4223	9738	3.7156
"Enemy Below, The (1957)"	8675	200	3.65
"Enemy Empire (2013)"	168850	1	1
"Enemy Mine (1985)"	7481	1337	3.51197
"Enemy of the Reich: The Noor Inayat Khan Story (2014)"	169518	1	4
"Enemy of the State (1998)"	2353	18404	3.55637
"Enemy Within, The (O ehthros mou) (2013)"	105865	3	3.66667
"Enfer, L' (1994)"	264	175	3.32857
"Enfin pris ? (2002)"	189751	1	4
"Enforcer, The (1951)"	7195	75	3.44667
"Enforcer, The (1976)"	4945	717	3.46234
"Enforcer, The (Gei ba ba de xin) (1995)"	98847	15	3.1
"Engeyum Eppodhum (2011)"	157583	3	4.16667
"Engineering Red"	175511	2	2.75
"England Is Mine (2017)"	176437	6	3.33333
"English Patient, The (1996)"	1183	17998	3.63704
"English Surgeon, The (2007)"	66813	26	3.92308
"English Teacher, The (2013)"	102165	44	2.85227
"English Vinglish (2012)"	99636	63	3.64286
"English, August (1994)"	139895	1	4.5
"Englishman in New York, An (2009)"	105098	10	3.5
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"	468	8114	3.3091
"Enid (2009)"	92378	8	3.1875
"Enid Is Sleeping (1990)"	73306	2	1.75
"Enigma (1983)"	6076	59	3.18644
"Enigma (2001)"	5316	1179	3.41264
"Enigma (2009)"	138128	1	0.5
"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)"	5056	536	3.90392
"Enissa Amani: Ehrenwort (2018)"	188585	1	3.5
"Enlighten Up! (2008)"	117873	4	3.5
"Enlighten Us: The Rise and Fall of James Arthur Ray (2016)"	179943	1	4
"Enlightened blood (2008)"	175929	2	3.75
"Enlightenment Guaranteed (Erleuchtung Garantiert) (2000)"	6717	58	3.75
"Ennu Ninte Moideen (2015)"	186709	1	3.5
"Ennui, L' (1998)"	2910	68	2.84559
"Ennum Eppozhum (2015)"	148659	3	3.66667
"Enola Gay and the Atomic Bombing of Japan (1995)"	100050	1	3.5
"Enon opetukset (2011)"	91229	3	3.5
"Enough (2002)"	5387	908	2.78084
"Enough Said (2013)"	105211	497	3.47887
"Enquiring Minds: The Untold Story of the Man Behind the National Enquirer (2014)"	130079	2	2.5
"Enron: The Smartest Guys in the Room (2005)"	33154	1610	3.93292
"Entanglement (2018)"	184493	3	2
"Enter Arsene Lupin (1944)"	117716	2	1.75
"Enter Laughing (1967)"	146690	4	3
"Enter Nowhere (2011)"	104431	65	3.26923
"Enter the Battlefield: Life on the Magic - The Gathering Pro Tour (2016)"	167492	2	3.25
"Enter the Dangerous Mind (2013)"	134664	5	2.4
"Enter the Dragon (1973)"	7482	3381	3.77196
"Enter the Game of Death (1978)"	179193	2	3.75
"Enter the Ninja (a.k.a. Ninja I) (1981)"	5730	79	2.53165
"Enter the Phoenix (Da lao ai mei li) (2004)"	102376	20	3.325
"Enter the Void (2009)"	78836	904	3.74834
"Entertainer, The (1960)"	4423	144	3.71875
"Entertaining Angels: The Dorothy Day Story (1996)"	1140	41	3.58537
"Entertaining Mr. Sloane (1970)"	135157	3	4
"Entertainment (2015)"	146904	26	2.57692
"Enthusiasm (Entuziazm: Simfoniya Donbassa) (1931)"	92245	7	2.35714
"Entitled, The (2011)"	114904	24	3.08333
"Entity (2012)"	114886	18	3.30556
"Entity, The (1981)"	5731	227	3.01982
"Entourage (2015)"	134783	298	3.00503
"Entr'acte (1924)"	95007	17	3.44118
"Entrails of a Beautiful Woman (1986)"	178949	2	3.25
"Entrance (2012)"	177907	3	3.16667
"Entrapment (1999)"	2605	10312	3.16714
"Entre Abelhas (2015)"	146870	17	3.76471
"Entre Amigos (Planta 4ª) (2003)"	27626	6	3
"Entre amis (2015)"	189763	1	1
"Entre Bateas (2002)"	174229	1	3.5
"Entre nos (Between Us) (2009)"	80713	13	3.5
"Entre ses mains (2005)"	109858	8	2.9375
"Entrepreneur, The (L'industriale) (2011)"	102197	2	2.5
"Envelope (2012)"	147917	13	3.19231
"Envy (2004)"	7448	663	2.3356
"Envy (Kiskanmak) (2009)"	87385	5	3.2
"Eolomea (1972)"	183799	1	3.5
"Epic (2013)"	102720	736	3.19837
"Epic Movie (2007)"	50798	1275	1.46902
"Epidemic (1988)"	8922	85	3.11765
"Episode 3: Enjoy Poverty (2009)"	105805	4	2.875
"Epitaph (2007)"	103446	5	3.8
"Epoch (2001)"	170205	4	3.375
"Epoch: Evolution (2003)"	170203	2	2
"Épouse-moi mon pote (2017)"	184421	4	3.25
"Eput the Movie (2016)"	180499	4	3.875
"Equalizer 2000 (1987)"	167930	1	2.5
"Equalizer, The (2014)"	112171	2322	3.61886
"Equals (2015)"	141397	116	3.15086
"Equilibrium (2002)"	5903	10886	3.74155
"Equilibrium (2017)"	181463	1	0.5
"Equinox (1970)"	60179	27	2.51852
"Equinox (1992)"	33970	7	3
"Equinox Flower (Higanbana) (1958)"	57069	41	3.7439
"Equity (2016)"	163547	31	2.8871
"Equus (1977)"	6234	183	3.38251
"Er ist wieder da (2015)"	143969	276	3.52174
"Era of Vampires, The (2003)"	102969	1	3
"Eragon (2006)"	49649	2075	2.51398
"Erase and Forget (2017)"	184885	1	2
"Erased (2016)"	164403	6	3.41667
"Erased (Expatriate, The) (2012)"	102072	154	3.12987
"Eraser (1996)"	786	19059	3.17267
"Eraserhead (1977)"	3676	3487	3.63178
"Erasing David (2010)"	83138	12	2.66667
"Ere erera baleibu icik subua aruaren (1970)"	153060	2	3.75
"Erendira (1983)"	33253	7	3.35714
"Eric Clapton: Life in 12 Bars (2017)"	180957	5	3.1
"Erik the Conqueror (1961)"	145396	2	2.5
"Erik the Viking (1989)"	4591	598	3.26338
"Erin Brockovich (2000)"	3408	20235	3.57952
"Erkan & Stefan 2 (2002)"	131124	6	2.75
"Erkan & Stefan 3 (2005)"	131126	6	2
"Ernest & Célestine (Ernest et Célestine) (2012)"	108540	246	3.84553
"Ernest Film Festival, The (1986)"	97546	1	4
"Ernest Goes to Africa (1997)"	5647	238	1.46218
"Ernest Goes to Camp (1987)"	4104	1160	2.19353
"Ernest Goes to Jail (1990)"	5584	561	2.18271
"Ernest Goes to School (1994)"	73462	63	2.28571
"Ernest in the Army (1998)"	5648	277	1.59025
"Ernest Rides Again (1993)"	69227	53	2.00943
"Ernest Saves Christmas (1988)"	4502	826	2.09564
"Ernest Scared Stupid (1991)"	5585	530	2.15566
"Ernesto (1979)"	140908	1	1
"Ernst Thälmann - Führer seiner Klasse (1955)"	161754	1	4.5
"Ernst Thälmann - Sohn seiner Klasse (1954)"	161752	1	4.5
"Eroica (1958)"	159994	3	4.16667
"Eroica (2003)"	185783	2	3.75
"Eros (2004)"	147002	20	2.925
"Eros (2004)"	32600	78	3.01923
"Eros (Men and Women) (Noite Vazia) (1964)"	105448	2	3.75
"Eros Plus Massacre (Erosu purasu Gyakusatsu) (1969)"	83569	6	3.41667
"Erotic Ghost Story (1987)"	139769	2	4.25
"Erotic Man, The (2010)"	100298	2	2.5
"Erotikon (1920)"	134791	6	3.25
"Erotikon (1929)"	123975	2	3.25
"Errand Boy, The (1961)"	8992	36	2.70833
"Erratum (2010)"	181377	1	3.5
"Errementari (2018)"	184925	6	2.83333
"Errors of the Human Body (2012) "	106210	15	3.06667
"Es por tu bien (2017)"	181513	2	2.25
"Esa ja Vesa - auringonlaskun ratsastajat (1994)"	78054	14	2.46429
"Escaflowne: The Movie (Escaflowne) (2000)"	5069	482	3.44917
"Escalation (1968)"	146624	1	2.5
"Escalation (1968)"	160868	1	3
"Escanaba in da Moonlight (2001)"	5798	54	3.18519
"Escape (1940)"	89268	4	3.375
"Escape (1948)"	166273	4	3
"Escape (2015)"	170979	2	3
"Escape (Flukt) (2012)"	100734	20	3.05
"Escape by Night (1937)"	132806	1	4
"Escape by Night (1960)"	146838	2	3.5
"Escape Clause (1996)"	137688	2	3.75
"Escape Fire: The Fight to Rescue American Healthcare (2012)"	107350	10	3.85
"Escape from Alcatraz (1979)"	8340	2974	3.77942
"Escape from Dartmoor (1929)"	88352	9	3.5
"Escape from Fort Bravo (1953)"	68067	7	3.21429
"Escape from Galaxy 3 (1981)"	133479	1	2
"Escape from Hell (1980)"	187673	1	0.5
"Escape from L.A. (1996)"	849	9868	2.76905
"Escape from Mars (1999)"	169998	4	3.625
"Escape from New York (1981)"	1129	10675	3.37611
"Escape from Planet Earth (2013)"	100611	169	2.7426
"Escape from Polygamy (2013)"	176851	1	4.5
"Escape from Segovia (1981)"	169710	1	3
"Escape from Sobibor (1987)"	135528	23	3.17391
"Escape from Suburbia: Beyond the American Dream (2007)"	74317	3	3.16667
"Escape from the 'Liberty' Cinema (1990)"	168510	7	3
"Escape from the Bronx (1983)"	148206	5	2.1
"Escape from the Newsroom (2002)"	168746	2	2.75
"Escape from the Planet of the Apes (1971)"	2533	4095	3.03138
"Escape From Tomorrow (2013)"	105801	84	2.42262
"Escape From Zahrain (1962)"	162054	1	3
"Escape in the Fog (1945)"	119609	2	1.75
"Escape Me Never (1947)"	124368	1	0.5
"Escape Plan (2013)"	105653	1245	3.36064
"Escape Plan 2: Hades (2018)"	189819	25	2.18
"Escape Room (2017)"	177993	14	2.32143
"Escape Room (2017)"	180465	5	2.7
"Escape to Athena (1979)"	107682	12	2.79167
"Escape to Witch Mountain (1975)"	1009	2792	3.14362
"Escape to Witch Mountain (1995)"	164859	10	3.85
"Escapist, The (2001)"	8599	22	2.93182
"Escapist, The (2008)"	66156	132	3.30303
"Escobar: Paradise Lost (2014)"	130588	47	3.32979
"Escort (2006)"	154248	1	1.5
"Escort in love (2011)"	138346	5	3
"Escort, The (Scorta, La) (1993)"	579	42	3.0119
"Escuela de seducción (2004)"	94817	3	3.16667
"Eskil & Trinidad (2013)"	149100	1	4
"Eskimo (1933)"	141424	3	4.16667
"Espace détente (2005)"	163655	2	3
"Espionage Tonight (2017)"	183733	1	3
"Eşrefpaşalılar (2010)"	185825	1	3
"Essaye-moi (2006)"	160267	2	1.75
"Essene (1972)"	178037	1	3
"Essential Killing (2010)"	85540	50	2.89
"Essex Boys (2000)"	27212	12	3.45833
"Essex Boys: Law of Survival (2015)"	142921	3	2.16667
"Estamira (2004)"	183135	3	3.16667
"Estamos Juntos (2011)"	149700	2	2.75
"Esteros (2016)"	170509	14	3.89286
"Esther and the King (1960)"	119611	3	3
"Esther Kahn (2000)"	5982	34	2.80882
"Estomago: A Gastronomic Story (2007)"	127294	31	3.83871
"Estranged (2015)"	155543	15	2.56667
"Eternal Family (1997)"	181443	1	3.5
"Eternal Fire (Fuego eterno) (2012)"	191987	1	2.5
"Eternal Homecoming (2013)"	184785	2	3.5
"Eternal Return, The (L'éternel retour) (1943)"	101986	3	3.66667
"Eternal Summer (2006)"	169016	4	2.875
"Eternal Summer (2015)"	159241	4	3
"Eternal Sunshine of the Spotless Mind (2004)"	7361	34791	4.07416
"Eternal Winter (2018)"	186335	2	4
"Eternally Yours (1939)"	88493	1	3
"Eternity (2016)"	167684	5	2.8
"Eternity and a Day (Mia aoniotita kai mia mera) (1998)"	2673	153	3.3366
"Ethan Frome (1993)"	6049	94	2.90426
"Ethan Mao (2004)"	74159	5	2.9
"Ethel & Ernest (2016)"	165489	17	3.52941
"Ethel (2012)"	119762	1	4
"Ethos (2011)"	133325	6	3.5
"Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001)"	5811	9	3.61111
"Eu Fico Loko (2017)"	168204	2	2.25
"Eu Maior (2013)"	169686	1	4
"Eu Não Faço a Menor Ideia do que eu Tô Fazendo Com a Minha Vida (2013)"	146333	8	2.9375
"Eu Não Quero Voltar Sozinho (I Don't Want to Go Back Alone) (2010)"	103022	77	3.81169
"Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory (2012)"	169922	1	4
"Eugene Mirman: Vegan on His Way to the Complain Store (2015)"	139783	9	2.44444
"Eugene, Little Eugene and Katyusha (1967)"	176457	6	3.83333
"Eugenie (1970)"	132530	6	2.5
"Eulogy (2004)"	8918	273	3.35897
"Eungyo (2012)"	149796	7	3.64286
"Euphoria (2017)"	177769	12	2.375
"Euphoria (Eyforiya) (2006)"	68462	16	2.875
"Eureka (1986)"	6843	30	2.98333
"Eureka (Yurîka) (2000)"	4271	108	3.66204
"Euridice BA 2O37 (Evridiki BA 2O37) (1975)"	95576	3	2.33333
"Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s (2012)"	128480	1	4
"Europa (Zentropa) (1991)"	6971	484	3.78719
"Europa Europa (Hitlerjunge Salomon) (1990)"	6235	1015	3.93251
"Europa Report (2013)"	103306	822	3.38078
"Europe, She Loves (2016)"	191861	1	5
"European Vacation (aka National Lampoon's European Vacation) (1985)"	2794	3700	2.97041
"Europeans, The (1979)"	83972	2	3.25
"EuroTrip (2004)"	7317	3491	3.28932
"Euthanizer (2017)"	181453	2	3.5
"Eva (2010)"	147584	1	2.5
"Eva (2011)"	94810	107	3.78505
"Eva (2018)"	189795	1	3.5
"Eva (a.k.a. Eve) (1962)"	89797	8	2.75
"Evacuate Earth (2012)"	166870	2	4.25
"Evan Almighty (2007)"	53993	2700	2.72019
"Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007)"	70533	598	3.84281
"Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009)"	84187	529	3.84215
"Evangelion: 3.0 You Can (Not) Redo (2012)"	106873	163	3.74233
"Evaporating Borders (2014)"	150862	1	4
"Eve and the Fire Horse (2005)"	60983	8	3.875
"Eve of Destruction (1991)"	6574	122	2.18852
"Eve's Bayou (1997)"	1660	1328	3.54895
"Eve's Christmas (2004)"	153877	2	2.5
"Evel Knievel (2004)"	124623	1	3
"Evelyn (2002)"	5947	235	3.45957
"Evelyn Prentice (1934)"	39075	12	3.33333
"Even Angels Eat Beans (1973)"	119615	9	3.61111
"Even Cowgirls Get the Blues (1993)"	444	1353	2.42535
"Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)"	3202	158	3.57595
"Even Lambs Have Teeth (2015)"	169100	6	3.33333
"Even Money (2006)"	45030	19	2.60526
"Even the Rain (También la lluvia) (2010)"	84240	127	3.70866
"Even the Wind Is Afraid (1968)"	178979	1	1
"Evening (2007)"	53988	170	3.08235
"Evening Bell (1989)"	190475	1	1
"Evening Classes (1967)"	185283	2	2.75
"Evening Star, The (1996)"	1410	787	3.0108
"Evening with Kevin Smith 2: Evening Harder, An (2006)"	56012	212	3.64151
"Evening with Kevin Smith, An (2002)"	55031	367	3.72071
"Evening's Civil Twilight in Empires of Tin (2008)"	159471	1	5
"Evenings on a Farm near Dikanka (1961)"	127993	11	3.54545
"Event 15 (2013)"	129939	3	2.5
"Event Horizon (1997)"	1590	8494	2.96998
"Event, The (2003)"	6865	18	2.94444
"Event, The (TV) (2010)"	98232	7	3.5
"Ever After: A Cinderella Story (1998)"	2125	7128	3.633
"Ever Since Eve (1937)"	132686	1	3.5
"Ever Since the World Ended (2001)"	56006	14	3.53571
"Eveready Harton in Buried Treasure (1929)"	163997	4	2.5
"Everest (1998)"	1797	2032	3.88558
"Everest (2015)"	142448	1138	3.48594
"Evergreen (1934)"	141573	1	1.5
"Evergreen (2004)"	8863	2	3
"Everlasting (2016)"	178357	3	2.66667
"Everlasting Moments (Maria Larssons eviga ögonblick) (2008)"	66870	83	3.68675
"Everlasting Piece, An (2000)"	4032	85	2.98824
"Everly (2014)"	126575	58	2.49138
"Eversmile, New Jersey (1989)"	88166	4	2.75
"Every Blessed Day (2012)"	138370	4	3.5
"Every Day (2010)"	80779	28	3.17857
"Every Day (2018)"	183309	45	3.28889
"Every Day's a Holiday (1937)"	119617	1	3
"Every Girl Should Be Married (1948)"	118688	5	3.6
"Every Jack has a Jill (2009)"	135997	2	3.5
"Every Little Step (2008)"	68838	69	3.60145
"Every Little Thing (1997)"	141014	1	3.5
"Every Man for Himself (Slow Motion) (Sauve qui peut (la vie)) (1980)"	44124	15	3.26667
"Every Night Dreams (Each Night I Dream) (Yogoto no yume) (1933)"	87702	6	3.5
"Every Other Week (Varannan vecka) (2006)"	105323	4	2.5
"Every Other Weekend (Un week-end sur deux) (1990)"	855	38	2.81579
"Every Second Counts (2009)"	168272	1	3
"Every Secret Thing (2014)"	140850	20	2.95
"Every Stewardess Goes to Heaven (Todas las azafatas van al cielo) (2002)"	63339	5	3.2
"Every Thing Will Be Fine (2015)"	129364	21	3.21429
"Every Time We Say Goodbye (1986)"	183043	2	3.25
"Every Which Way But Loose (1978)"	5382	670	2.76642
"Everybody Dies But Me (2008)"	116171	26	2.94231
"Everybody Go Home (1960)"	136092	7	3.28571
"Everybody Has a Little Secret (2004)"	149416	3	3
"Everybody Has a Plan (2012)"	119619	2	2
"Everybody He Is Nice, Everybody He Is Beautiful (1972)"	180477	2	3.25
"Everybody in Our Family (2012)"	179063	4	3.5
"Everybody Knows (2018)"	186631	3	1.83333
"Everybody Loves Somebody (2017)"	169302	8	2.8125
"Everybody Street (2013)"	109529	3	4.33333
"Everybody Wants Some (2016)"	156371	430	3.52442
"Everybody Wants to Be Italian (2007)"	61467	14	2.92857
"Everybody Wins (1990)"	128642	5	1.6
"Everybody's All-American (1988)"	4503	164	2.94817
"Everybody's Famous! (Iedereen beroemd!) (2000)"	4926	72	3.18056
"Everybody's Fine (2009)"	72741	428	3.48014
"Everybody's Fine (2016)"	164421	2	2.75
"Everybody's Fine (Stanno tutti bene) (1990)"	38376	27	3.62963
"Everybody's Got Somebody... Not Me (2012)"	116497	1	3
"Everybody's Woman (1934)"	86773	3	4
"Everyday (2012)"	150284	6	2.58333
"Everyday People (2004)"	31494	25	3.12
"Everyday Sunshine:  The Story of Fishbone (2010)"	119621	3	3.66667
"Everyone (2004)"	96819	3	2.5
"Everyone Else (Alle Anderen) (2009)"	78653	44	3.55682
"Everyone Says I Love You (1996)"	1057	3741	3.42622
"Everyone's Going to Die (2013)"	170353	2	3.5
"Everyone's Hero (2006)"	48159	67	2.85821
"Everything (2004)"	103690	2	3.5
"Everything About Mustafa (Mustafa hakkinda hersey) (2004)"	31474	6	3.58333
"Everything Beautiful Is Far Away (2017)"	181663	2	2.5
"Everything Before Us (2015)"	142879	6	2.5
"Everything for Sale (1969)"	133505	5	3
"Everything Goes Wrong (1960)"	141387	3	3.5
"Everything Happens to Me (a.k.a. Why Did You Pick on Me?) (Chissà perché... capitano tutte a me) (1980)"	107546	2	4
"Everything I Can See From Here (2013)"	120128	7	2.64286
"Everything Is Copy (2015)"	156104	12	3.83333
"Everything is Free (2017)"	178727	6	3.25
"Everything Is Illuminated (2005)"	36535	1852	3.77403
"Everything Must Disappear (1997)"	190053	1	2
"Everything Must Go (1996)"	150078	1	3.5
"Everything Must Go (2010)"	87298	604	3.26407
"Everything or Nothing: The Untold Story of 007 (2012)"	99846	41	3.45122
"Everything Put Together (2000)"	40275	4	3.375
"Everything Relative (1996)"	1139	29	3.13793
"Everything Will Be All Right (1995)"	175455	10	3.95
"Everything Will Be Fine (2010)"	116008	10	3.15
"Everything Will Be OK (2006)"	169252	42	3.77381
"Everything Will Be Okay (2015)"	156579	6	4.33333
"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)"	3812	2372	3.53394
"Everything You Want (2005)"	145972	2	2.5
"Everything's Cool (2007)"	157893	2	4.25
"Everything's Fine, We're Leaving (2000)"	153338	1	3
"Everything's Gonna Be Great (1998)"	139620	39	4
"Everything, Everything (2017)"	170787	70	2.99286
"Evidence (1995)"	109034	4	2.125
"Evidence (2011)"	142691	15	2.3
"Evidence (2013) "	104298	39	2.61538
"Evidence of Blood (1998)"	91554	12	3.25
"Evil (Ondskan) (2003)"	27700	649	3.73112
"Evil - In the Time of Heroes (To kako - Stin epohi ton iroon) (2009)"	89025	10	2.9
"Evil Alien Conquerors (2003)"	148765	2	2.25
"Evil Aliens (2005)"	44777	36	2.59722
"Evil Angel (2009)"	172859	3	2.66667
"Evil Behind You (2006)"	135466	1	0.5
"Evil Bong (2006)"	97046	17	2.52941
"Evil Bong 3: The Wrath of Bong (2011)"	180319	3	2.16667
"Evil Bong 420 (2015)"	180655	2	1.5
"Evil Bong II: King Bong (2009)"	180257	1	2.5
"Evil Bong: High 5 (2016)"	180793	2	1.5
"Evil Cult, The (Lord of the Wu Tang) (Yi tian tu long ji: Zhi mo jiao jiao zhu) (1993)"	98829	8	3.125
"Evil Dead (2013)"	101739	773	3.32147
"Evil Dead II (Dead by Dawn) (1987)"	1261	9567	3.75567
"Evil Dead Trap (1988)"	177923	4	2.875
"Evil Dead, The (1981)"	4105	6450	3.69829
"Evil Ed (1997)"	142935	9	3.16667
"Evil Eye (1975)"	118552	1	2.5
"Evil Feed (2013)"	155733	3	0.666667
"Evil Genius: The True Story of America's Most Diabolical Bank Heist (2018)"	188625	29	3.39655
"Evil of Frankenstein, The (1964)"	41104	16	2.625
"Evil Remains (Trespassing) (2004)"	32935	7	1.85714
"Evil Roy Slade (1972)"	26243	4	3.125
"Evil That Men Do, The (1984)"	5277	49	2.46939
"Evil Things (2009)"	142596	10	2.8
"Evil Thoughts (1976)"	136568	1	2.5
"Evil Toons (1992)"	96423	11	2.18182
"Evil Under the Sun (1982)"	6077	245	3.63673
"Evilenko (2004)"	127313	9	3.38889
"Evils of the Night (1985)"	180491	1	2
"Evilspeak (1981)"	8770	44	2.39773
"Evim Sensin (2012)"	150300	5	2.9
"Evita (1996)"	1416	6532	3.13832
"Evocateur: The Morton Downey Jr. Movie (2012)"	104757	22	3.59091
"Evolution (2001)"	4343	6205	2.90379
"Evolution (2016)"	155074	53	3.18868
"Evolver (1995)"	93709	14	2.89286
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)"	26510	43	3.03488
"Ewoks: The Battle for Endor (1985)"	26542	32	3
"Ex (2009)"	138486	3	3.66667
"Ex Drummer (2007)"	59814	70	3.4
"Ex Libris: New York Public Library (2017)"	182713	5	3.7
"Ex Machina (2015)"	115713	11444	3.95373
"Ex, The (2007)"	52867	208	2.64663
"Ex-Girlfriends (2012)"	99726	3	2.66667
"Ex-Lady (1933)"	119625	2	2.75
"Exaella (2011)"	132368	1	2.5
"Exam (2009)"	78349	1359	3.58904
"Examination (1968)"	191353	1	3.5
"Examined Life (2008)"	90237	26	3.38462
"Excalibur (1981)"	2872	7485	3.55798
"Excess Baggage (1997)"	1605	975	2.61744
"Exchange"	165747	2	3
"Excision (2012)"	97957	147	3.2449
"Excuse Me Darling, But Lucas Loved Me (1997)"	121025	1	3
"Excuse Me for Living (2012)"	99667	1	0.5
"Excuse My Dust (1951)"	98346	1	3
"Execution of P, The (Kinatay) (2009)"	71409	7	2.64286
"Execution Squad (1972)"	131011	4	3.75
"Executioner, The (1970)"	103132	1	3
"Executioner, The (Massacre Mafia Style) (1978)"	107404	2	2.25
"Executioners (Xian dai hao xia zhuan) (1993)"	47455	5	3.3
"Executioners from Shaolin (1977)"	117696	4	2.875
"Executive Action (1973)"	26290	14	3.03571
"Executive Decision (1996)"	494	14490	3.37443
"Executive Koala (2005)"	148272	4	3
"Executive Protection (Livvakterna) (2001)"	41914	7	3.28571
"Executive Suite (1954)"	8462	50	3.44
"Executive Target (1997)"	26969	3	2
"Exercice de l'État, L' (2011)"	90795	17	3.5
"Exhausted: John C. Holmes, the Real Story (1981)"	132198	2	2.25
"Exhibit A (2007)"	160720	5	2.3
"Exhibition (2013)"	129248	6	3.83333
"Exile (2011)"	137829	1	0.5
"Exile Nation: The Plastic People (2014)"	133321	1	3
"Exiled (Fong juk) (2006)"	53788	104	3.51923
"Exiles (Exils) (2004)"	33844	22	3.75
"Existence (2012)"	191215	1	2
"eXistenZ (1999)"	2600	6329	3.34761
"Exists (2014)"	113771	41	2.70732
"Exit (2000)"	173701	2	3
"Exit (2006)"	90270	7	2.64286
"Exit (2011)"	117450	3	4
"Exit Elena (2012)"	151721	2	3.5
"Exit Humanity (2011)"	118332	9	2.5
"Exit Marrakech (2013)"	155607	2	3
"Exit Smiling (1926)"	119766	1	3.5
"Exit Speed (2008)"	162264	1	2
"Exit Through the Gift Shop (2010)"	77455	3104	3.89449
"Exit to Eden (1994)"	234	3367	2.67538
"Exit to Hell (2013)"	119627	3	2.33333
"Exit Wounds (2001)"	4224	901	2.64761
"Exodus (1960)"	5799	422	3.6481
"Exodus (Cheut ai kup gei) (2007)"	88331	1	3.5
"Exodus: Gods and Kings (2014)"	116887	673	2.76597
"Exodus: Tales from the Enchanted Kingdom (2005)"	156830	1	1
"Exorcism (1975)"	164911	1	4
"Exorcism of Emily Rose, The (2005)"	37720	1663	3.20625
"Exorcismo (1975)"	154045	1	3
"Exorcismus (2010)"	119629	30	3.03333
